"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"101888";"Ventilution";"Ventilution Reduzierstück, Kunststoff, ø 125 mm auf 100 mm";"4823059342893";"Normal";"Nein";"Nein";"Nein";0,05;13;13;6;"";" 101891";"St";77;19;"3,50";"0,76";"";"";"10,000";"3,00";"0,74";"60,000";"8,00";"0,7";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101891";"Ventilution";"Ventilution Universal-Reduzierstück, Kunststoff, 80/100/120/125/150 mm";"4824032169407";"Normal";"Nein";"Nein";"Nein";0,121;12,8;15;15;"";" 101888, 101887, 101817";"St";18;19;"6,90";"1,25";"";"";"10,000";"3,00";"1,21";"36,000";"8,00";"1,15";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"101923";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 240 m³/h, ø 100 mm";"8594171430039";"Normal";"Nein";"Nein";"Nein";2,88;19;19;31;"";" 101924, 108200";"St";1;19;"49,90";"27,02";"";"";"10,000";"3,00";"26,21";"100,000";"5,00";"25,67";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101924";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 240 m³/h, ø 125 mm";"8594171431586";"Normal";"Nein";"Nein";"Nein";2,855;19;19;31;"";" 101923, 108562, 108202, 101940, 101926";"St";1;19;"53,61";"26,40";"";"";"10,000";"5,00";"25,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"101926";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 360 m³/h, ø 125 mm";"8594171432903";"Normal";"Nein";"Nein";"Nein";4,065;19;19;46;"";" 101924, 101944, 110421, 108563";"St";1;19;"68,93";"33,51";"";"";"10,000";"3,00";"32,5";"100,000";"5,00";"31,83";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101927";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 450 m³/h, ø 160 mm";"8594171431630";"Normal";"Nein";"Nein";"Nein";5,695;24;24;46;"";" 107647";"St";1;19;"84,90";"46,09";"";"";"10,000";"3,00";"44,71";"100,000";"5,00";"43,79";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"101928";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 800 m³/h, inkl. Anschlussflansch ø 160 mm";"8594171431647";"Normal";"Nein";"Nein";"Nein";8,59;71;24,5;24,5;"";" 101929, 107648, 101947";"St";1;19;"137,90";"75,03";"";"";"10,000";"3,00";"72,78";"100,000";"5,00";"71,28";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"101929";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 780 m³/h, inkl. Anschlussflansch ø 200 mm";"8594171430084";"Normal";"Nein";"Nein";"Nein";9,245;29;29;58;"";" 101928, 108568, 108556";"St";1;19;"148,84";"72,79";"";"";"5,000";"5,00";"69,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101930";"Prima Klima";"Prima Klima Aktivkohlefilter ECONOMY LINE, 1000 m³/h, inkl. Anschlussflansch ø 200 mm";"8594171430091";"Normal";"Nein";"Nein";"Nein";13,34;29,5;30;82;"";" 108569";"St";1;19;"266,20";"130,73";"";"";"5,000";"5,00";"124,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101938";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 1800 m³/h, inkl. Anschlussflansch ø 315 mm";"8594171430244";"Normal";"Nein";"Ja";"Nein";29,15;45;45;78;"";" 107642";"St";1;19;"508,16";"247,87";"";"202,49";"12,000";"3,00";"240,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101940";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, opti.180 m³/h, inkl. Anschlussflansch ø 125 mm";"8594171430138";"Normal";"Nein";"Nein";"Nein";3,06;22;22;24;"";" 101924, 108202";"St";1;19;"68,04";"33,58";"";"";"12,000";"3,00";"32,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101942";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 2800 m³/h, inkl. Anschlussflansch ø 315 mm";"8594171430268";"Normal";"Nein";"Ja";"Nein";43;44;44;130;"";"";"St";1;19;"715,99";"360,95";"";"";"12,000";"3,00";"350,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101943";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 360 m³/h, ø 125 mm";"8594171430145";"Normal";"Nein";"Nein";"Nein";5,59;22;22;44,5;"";" 101944, 108203";"St";1;19;"125,40";"63,22";"";"";"12,000";"3,00";"61,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101944";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 460 m³/h, ø 125 mm";"8594171430152";"Normal";"Nein";"Nein";"Nein";7,435;21,5;21,5;64;"";" 108203, 101926, 101945, 107647, 101943";"St";1;19;"148,81";"72,63";"";"";"12,000";"3,00";"70,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"101945";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 460 m³/h, ø 160 mm";"8594171430183";"Normal";"Nein";"Nein";"Nein";8,72;26;26;54;"";" 107647, 101944";"St";1;19;"168,92";"85,16";"";"";"12,000";"3,00";"82,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101946";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 840 m³/h, ø 160 mm";"8594171430190";"Normal";"Nein";"Nein";"Nein";11,925;27;27;83;"";" 107648, 101947";"St";1;19;"240,11";"121,04";"";"";"12,000";"3,00";"117,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101947";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 810 m³/h, ø 200 mm";"8594171430206";"Auslaufend";"Nein";"Nein";"Nein";9,17;29;29;54,5;"";" 101946, 101928";"St";1;19;"197,75";"99,69";"";"";"12,000";"3,00";"96,7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";"Nur solange der Vorrat reicht!"
"101948";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 1150 m³/h, inkl. Anschlussflansch ø 200 mm";"8594171430213";"Normal";"Nein";"Nein";"Nein";15,6;29;29;83,5;"";" 101949";"St";1;19;"326,80";"164,74";"";"";"12,000";"3,00";"159,8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101949";"Prima Klima";"Prima Klima Aktivkohlefilter PROFESSIONAL LINE, 1200 m³/h, inkl. Anschlussflansch ø 250 mm";"8594171430220";"Normal";"Nein";"Nein";"Nein";18,995;34;34;79;"";" 101948";"St";1;19;"346,77";"169,62";"";"";"12,000";"3,00";"164,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"101977";"Prima Klima";"Prima Klima Aktivkohle CTC-75, 20 kg, lose";"8594171432668";"Normal";"Nein";"Nein";"Nein";25;85;53;23;"";"";"VE";1;19;"269,90";"121,29";"";"";"3,000";"2,00";"118,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102085";"Ventilution";"Ventilution Drehzahlregler, 230-240 V, 400 W, 1,8 A";"4260011571708";"Normal";"Nein";"Nein";"Nein";0,2;8,5;8,5;7;"";"";"St";16;19;"41,90";"18,18";"";"";"10,000";"3,00";"17,63";"32,000";"8,00";"16,73";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102086";"GSE";"GSE Klima-Regler für Temperatur und Unterdruck, 2x 5 A, max. 2x 1150 W";"";"Normal";"Nein";"Nein";"Nein";0,832;14,5;10,5;17;"";"";"St";10;19;"132,50";"88,38";"";"61,87";"10,000";"3,00";"85,73";"20,000";"5,00";"83,96";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102087";"GSE";"GSE Klima-Regler für Temp. und Minimalgeschwindigkeit, 10 A, 2300 W";"";"Normal";"Nein";"Nein";"Nein";0,763;17;14,5;11;"";"";"St";10;19;"90,83";"62,68";"";"43,88";"10,000";"3,00";"60,8";"20,000";"5,00";"59,55";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102088";"GSE";"GSE Klima-Regler für Temperatur, Feuchtigkeit und Unterdruck 10A, 1x2300W";"";"Normal";"Nein";"Nein";"Nein";0,845;17;15;11;"";"";"St";10;19;"165,83";"110,61";"";"77,43";"10,000";"3,00";"107,29";"20,000";"5,00";"105,08";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102166";"ADWA";"ADWA AD100 pH-Tester, Messbereich -2,0-16,0 pH";"";"Normal";"Nein";"Nein";"Nein";0,157;6;6,8;23;"";"";"St";1;19;"54,90";"26,78";"";"";"25,000";"8,00";"24,64";"50,000";"15,00";"22,76";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102196";"ADWA";"ADWA AD204, EC-Tester, Messbereich 0-19,99 mS/cm";"";"Normal";"Nein";"Nein";"Nein";0,151;6;6,8;23;"";" 106091";"St";1;19;"54,90";"25,44";"";"";"25,000";"8,00";"23,4";"50,000";"15,00";"21,62";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102198";"Bluelab";"Bluelab Truncheon Meter, EC-Meter";"9421024920012";"Normal";"Nein";"Nein";"Nein";0,265;41,5;4;4;"";"";"St";1;19;"120,00";"80,00";"";"";"10,000";"5,00";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102204";"GIB Industries";"GIB Industries pH4-PRO Eichlösung pH 4,0, 300 ml";"4260011570404";"Normal";"Nein";"Nein";"Nein";0,352;5,5;5,5;15,5;"";" 110586, 110587";"St";12;19;"9,90";"1,39";"";"";"6,000";"5,00";"1,32";"12,000";"8,00";"1,28";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102206";"GIB Industries";"GIB Industries pH7-PRO Eichlösung pH 7,0, 300 ml";"4260011570428";"Normal";"Nein";"Nein";"Nein";0,357;5,5;5,5;15,5;"";" 110589, 110588";"St";12;19;"10,90";"1,39";"";"";"6,000";"5,00";"1,32";"12,000";"8,00";"1,28";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"102208";"GIB Industries";"GIB Industries EC 1,413-PRO, EC-Eichlösung, 300 ml";"4260011570442";"Normal";"Nein";"Nein";"Nein";0,356;5,5;5,5;16,5;"";"";"St";12;19;"9,90";"1,39";"";"";"6,000";"5,00";"1,32";"12,000";"8,00";"1,28";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102210";"GIB Industries";"GIB Industries KCL-PRO Aufbewahrungslösung für pH-Elektroden, 300 ml, Kaliumchlorid CAS 7447-40-7";"4260011570466";"Normal";"Nein";"Nein";"Nein";0,38;5,5;5,5;15,5;"";"";"St";12;19;"10,90";"3,41";"";"";"6,000";"5,00";"3,24";"12,000";"8,00";"3,14";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102212";"GIB Industries";"GIB Industries HCL-PRO Reinigungslösung für Elektroden, 300 ml";"4260011570480";"Normal";"Nein";"Nein";"Nein";0,352;5,5;5,5;15,5;"";"";"St";12;19;"10,90";"3,41";"";"";"6,000";"5,00";"3,24";"12,000";"8,00";"3,14";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102232";"Advanced Hydroponics";"Advanced Hydroponics Grow, 500 ml";"8716239000002";"Normal";"Nein";"Nein";"Nein";0,602;20;6;6;"";"";"St";35;19;"10,41";"4,90";"";"3,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102233";"Advanced Hydroponics";"Advanced Hydroponics Grow, 1 L";"8716239000033";"Normal";"Nein";"Nein";"Nein";1,225;24,5;8,5;8,5;"";" 102234";"St";24;19;"18,45";"8,60";"";"";"24,000";"5,00";"8,17";"48,000";"7,00";"8";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102234";"Advanced Hydroponics";"Advanced Hydroponics Grow, 5 L";"8716239000064";"Normal";"Nein";"Nein";"Nein";5,775;23;18,5;17,5;"";" 102233";"St";1;19;"55,34";"24,30";"";"";"4,000";"5,00";"23,09";"12,000";"7,00";"22,6";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102235";"Advanced Hydroponics";"Advanced Hydroponics Grow, 10 L";"8716239000095";"Normal";"Nein";"Nein";"Nein";11,66;22,5;19;29;"";"";"St";1;19;"105,61";"43,75";"";"38,13";"4,000";"5,00";"41,56";"8,000";"7,00";"40,69";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102236";"Advanced Hydroponics";"Advanced Hydroponics Grow, 25 L";"8716239000125";"Normal";"Nein";"Ja";"Nein";32;30;23;47;"";"";"St";1;19;"217,53";"97,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102238";"Advanced Hydroponics";"Advanced Hydroponics BLOOM, 500 ml";"8716239000019";"Normal";"Nein";"Nein";"Nein";0,61;6,5;6,5;21,5;"";"";"St";35;19;"10,41";"4,90";"";"3,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102239";"Advanced Hydroponics";"Advanced Hydroponics BLOOM, 1 L";"8719239000040";"Normal";"Nein";"Nein";"Nein";1,23;8,5;8,5;25;"";" 102240";"St";24;19;"18,45";"8,60";"";"";"24,000";"5,00";"8,17";"48,000";"7,00";"8";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102240";"Advanced Hydroponics";"Advanced Hydroponics BLOOM, 5 L";"8716239000071";"Normal";"Nein";"Nein";"Nein";6,085;22,5;19;18;"";" 102239";"St";1;19;"55,34";"24,30";"";"";"4,000";"5,00";"23,09";"12,000";"7,00";"22,6";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102241";"Advanced Hydroponics";"Advanced Hydroponics BLOOM, 10 L";"8716239000101";"Normal";"Nein";"Nein";"Nein";11,62;23;19,5;29,5;"";"";"St";1;19;"105,61";"43,75";"";"";"4,000";"5,00";"41,56";"8,000";"7,00";"40,69";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102242";"Advanced Hydroponics";"Advanced Hydroponics BLOOM, 25 L";"8716239000132";"Normal";"Nein";"Ja";"Nein";31,205;28,5;21,5;47,5;"";"";"St";1;19;"217,53";"97,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102244";"Advanced Hydroponics";"Advanced Hydroponics MICRO, 500 ml";"8716239000026";"Normal";"Nein";"Nein";"Nein";0,61;20;6;6;"";"";"St";35;19;"13,09";"6,00";"";"4,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102245";"Advanced Hydroponics";"Advanced Hydroponics Micro, 1 L";"8716239000057";"Normal";"Nein";"Nein";"Nein";1,255;8,5;8,5;25;"";" 102246";"St";24;19;"23,74";"10,60";"";"";"24,000";"5,00";"10,07";"48,000";"7,00";"9,86";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102246";"Advanced Hydroponics";"Advanced Hydroponics Micro, 5 L";"8716239000088";"Normal";"Nein";"Nein";"Nein";6,265;23;18,5;17,5;"";" 102245";"St";1;19;"74,67";"35,25";"";"";"4,000";"5,00";"33,49";"12,000";"7,00";"32,78";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102247";"Advanced Hydroponics";"Advanced Hydroponics Micro, 10 L";"8716239000118";"Normal";"Nein";"Nein";"Nein";12,23;22,5;18,5;29,5;"";"";"St";1;19;"139,23";"65,25";"";"";"4,000";"5,00";"61,99";"8,000";"7,00";"60,68";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102248";"Advanced Hydroponics";"Advanced Hydroponics Micro, 25 L";"8716239000149";"Normal";"Nein";"Ja";"Nein";31,5;31;24;47,5;"";"";"St";1;19;"324,28";"149,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102250";"Advanced Hydroponics";"Advanced Hydroponics pH+ Up, 500 ml";"";"Normal";"Nein";"Nein";"Nein";0,585;20,5;6;6;"";" 102494";"St";38;19;"10,12";"4,80";"";"4,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102251";"Advanced Hydroponics";"Advanced Hydroponics pH+ Up, 1 L";"8716239000552";"Normal";"Nein";"Nein";"Nein";1,53;8;8;25,5;"";" 102494";"St";24;19;"17,79";"8,25";"";"";"24,000";"5,00";"7,84";"48,000";"7,00";"7,67";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102252";"Advanced Hydroponics";"Advanced Hydroponics pH+ Up, 5 L";"8716239000583";"Normal";"Nein";"Nein";"Nein";5,78;25,5;14,5;20;"";" 102494";"St";1;19;"67,24";"31,50";"";"";"4,000";"5,00";"29,93";"8,000";"7,00";"29,3";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102256";"Advanced Hydroponics";"Advanced Hydroponics pH- Down Bloom, 500 ml";"";"Normal";"Nein";"Nein";"Nein";0,655;6;6;20,5;"";" 102496, 102637";"St";38;19;"10,12";"4,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102257";"Advanced Hydroponics";"Advanced Hydroponics pH- Down Bloom, 1 L";"8716239000545";"Normal";"Nein";"Nein";"Nein";1,44;8,5;8,5;25,5;"";" 102496, 102637";"St";24;19;"17,79";"7,95";"";"";"24,000";"5,00";"7,55";"48,000";"7,00";"7,39";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102258";"Advanced Hydroponics";"Advanced Hydroponics pH- Down Bloom, 5 L";"8716239000576";"Normal";"Nein";"Nein";"Nein";7,265;19;15,5;22,5;"";" 102496, 102637";"St";1;19;"67,24";"31,15";"";"";"4,000";"5,00";"29,59";"8,000";"7,00";"28,97";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"102259";"Advanced Hydroponics";"Advanced Hydroponics Root Stimulator, 250 ml";"8716239563684";"Normal";"Nein";"Nein";"Nein";0,278;13;5,5;5,5;"";" 102443, 102714";"St";48;19;"13,98";"6,45";"";"4,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102260";"Advanced Hydroponics";"Advanced Hydroponics Root Stimulator, 500 ml";"8716239563631";"Normal";"Nein";"Nein";"Nein";0,523;15;7;7;"";" 102428, 107693, 102479, 102596";"St";30;19;"25,29";"11,55";"";"8,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102261";"Advanced Hydroponics";"Advanced Hydroponics Root Stimulator, 1 L";"8716239563664";"Normal";"Nein";"Nein";"Nein";1,255;9;9;18,5;"";" 102716, 102444";"St";20;19;"47,30";"21,30";"";"";"20,000";"5,00";"20,24";"40,000";"7,00";"19,81";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102262";"Advanced Hydroponics";"Advanced Hydroponics Root Stimulator, 5 L";"8716239563676";"Normal";"Nein";"Nein";"Nein";5,81;16;20;23;"";" 102599";"St";1;19;"164,16";"74,75";"";"";"4,000";"5,00";"71,01";"8,000";"7,00";"69,52";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102263";"Advanced Hydroponics";"Advanced Hydroponics Growth/Bloom Excellarator, 250 ml";"8716239563002";"Normal";"Nein";"Nein";"Nein";0,279;5,5;5,5;13;"";" 102264";"St";48;19;"13,98";"6,55";"";"";"48,000";"5,00";"6,22";"96,000";"7,00";"6,09";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102264";"Advanced Hydroponics";"Advanced Hydroponics Growth/Bloom Excellarator, 0,5 L";"8716239563008";"Normal";"Nein";"Nein";"Nein";0,52;7;7;16,5;"";" 102263, 102636";"St";30;19;"25,29";"11,75";"";"";"30,000";"5,00";"11,16";"60,000";"7,00";"10,93";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102265";"Advanced Hydroponics";"Advanced Hydroponics Growth/Bloom Excellarator, 1 L";"8716239563001";"Normal";"Nein";"Nein";"Nein";1,25;8,5;8,5;18,5;"";" 102266, 102438";"St";20;19;"47,30";"21,30";"";"";"20,000";"5,00";"20,24";"40,000";"7,00";"19,81";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102266";"Advanced Hydroponics";"Advanced Hydroponics Growth/Bloom Excellerator, 5 L";"8716239563005";"Normal";"Nein";"Nein";"Nein";5,335;19;16;23;"";" 102265";"St";1;19;"150,83";"68,50";"";"";"4,000";"5,00";"65,08";"8,000";"7,00";"63,71";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102267";"Advanced Hydroponics";"Advanced Hydroponics Final Solution, 250 ml";"8716239563949";"Normal";"Nein";"Nein";"Nein";0,304;13;5,5;5,5;"";"";"St";48;19;"13,03";"6,00";"";"4,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102268";"Advanced Hydroponics";"Advanced Hydroponics Final Solution, 500 ml";"8716239563974";"Normal";"Nein";"Nein";"Nein";0,526;15;7;7;"";"";"St";19;19;"23,50";"10,75";"";"7,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102269";"Advanced Hydroponics";"Advanced Hydroponics Final Solution, 1 L";"8716239563922";"Normal";"Nein";"Nein";"Nein";1,045;9;9;19;"";"";"St";20;19;"43,14";"19,75";"";"";"20,000";"5,00";"18,76";"40,000";"7,00";"18,37";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102270";"Advanced Hydroponics";"Advanced Hydroponics Final Solution, 5 L";"8716239563988";"Normal";"Nein";"Nein";"Nein";5,43;25;15;20;"";"";"St";1;19;"150,83";"68,50";"";"56,97";"4,000";"5,00";"65,08";"8,000";"7,00";"63,71";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102271";"Advanced Hydroponics";"Advanced Hydroponics Enzymes plus, 250 ml";"8716239563962";"Normal";"Nein";"Nein";"Nein";0,28;5,5;5,5;13;"";"";"St";48;19;"12,79";"5,85";"";"";"48,000";"5,00";"5,56";"96,000";"7,00";"5,44";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102272";"Advanced Hydroponics";"Advanced Hydroponics Enzymes plus, 0,5 L";"8716239563933";"Normal";"Nein";"Nein";"Nein";0,52;7;7;16;"";" 102640, 102273";"St";30;19;"23,50";"10,75";"";"";"30,000";"5,00";"10,21";"60,000";"7,00";"10";"";"";"";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102273";"Advanced Hydroponics";"Advanced Hydroponics Enzymes plus, 1 L";"8716239563965";"Normal";"Nein";"Nein";"Nein";1,05;9;9;18,5;"";" 102272, 102311, 102641, 102363";"St";20;19;"43,14";"19,75";"";"";"20,000";"5,00";"18,76";"40,000";"7,00";"18,37";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102274";"Advanced Hydroponics";"Advanced Hydroponics Enzymes plus, 5 L";"8716239563995";"Normal";"Nein";"Nein";"Nein";5,59;16,5;19,5;23;"";" 102643";"St";1;19;"150,83";"68,50";"";"";"4,000";"5,00";"65,08";"8,000";"7,00";"63,71";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"102275";"Atami";"Atami B'cuzz Tabzz, Blütenwachstum, 16 St";"";"Normal";"Nein";"Nein";"Nein";0,927;6;16,5;17,5;"";"";"Pckg";24;19;"99,00";"51,00";"";"36,59";"12,000";"3,00";"49,47";"24,000";"5,00";"48,45";"72,000";"10,00";"45,9";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102276";"Atami";"Atami B'cuzz Bloom Stimulator, für Erde und Hydro, 500 ml";"";"Normal";"Nein";"Nein";"Nein";0,536;19;6,5;6,5;"";" 102437, 102431";"St";25;19;"23,50";"12,04";"";"";"12,000";"3,00";"11,68";"25,000";"5,00";"11,44";"75,000";"10,00";"10,84";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102277";"Atami";"Atami B'cuzz Bloom Stimulator, für Erde und Hydro, 1 L";"";"Normal";"Nein";"Nein";"Nein";1,063;23,5;8,5;8,5;"";" 102432";"St";16;19;"46,70";"23,34";"";"";"8,000";"3,00";"22,64";"16,000";"5,00";"22,17";"48,000";"10,00";"21,01";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
"102278";"Atami";"Atami B'cuzz Bloom Stimulator, für Erde und Hydro, 5 L";"";"Normal";"Nein";"Nein";"Nein";5,4;23,5;16;20;"";"";"St";4;19;"219,10";"113,15";"";"";"4,000";"3,00";"109,76";"8,000";"5,00";"107,49";"24,000";"10,00";"101,84";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"102281";"Atami";"Atami B'cuzz Coco Bloom Stimulator, 5 L";"";"Normal";"Nein";"Nein";"Nein";5,4;22,8;20;15,5;"";"";"St";4;19;"219,10";"113,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"102282";"Atami";"Atami B'cuzz Root Stimulator, 250 ml";"";"Normal";"Nein";"Nein";"Nein";0,273;15;5,5;5,5;"";" 102596, 102359, 102714";"St";16;19;"19,50";"10,01";"";"8,67";"8,000";"3,00";"9,71";"16,000";"5,00";"9,51";"48,000";"10,00";"9,01";"";"";"";"";"";"";"";"";"";"1 - lieferbar";""
